ENSG00000000003	TSPAN6
ENSG00000242150	ENSG00000242150
ENSG00000242153	TTTY9A
ENSG00000242156	AC000041.1
ENSG00000242159	ABCF2P1
ENSG00000242162	AC018639.1
ENSG00000242163	AL121769.1
ENSG00000242169	AC093789.1
ENSG00000242173	ARHGDIG
ENSG00000242193	CRYZL2P
ENSG00000242198	AC008897.1
ENSG00000242199	AC022336.1
ENSG00000242206	AP004217.1
ENSG00000242208	RPL5P29
ENSG00000242209	AC006445.1
ENSG00000242220	TCP10L
ENSG00000242221	PSG2
ENSG00000242227	HLA-L
ENSG00000242229	RPS3AP14
ENSG00000242247	ARFGAP3
ENSG00000242252	BGLAP
ENSG00000242255	RPL39P34
ENSG00000242259	C22orf39
ENSG00000242261	AC018635.1
ENSG00000242262	AC092597.1
ENSG00000242265	PEG10
ENSG00000242267	SKINT1L
ENSG00000242276	RPL5P3
ENSG00000242278	AC074051.1
ENSG00000242279	AP000893.1
ENSG00000242285	RPL6P8
ENSG00000242291	RPL36AP51
ENSG00000242292	AC010631.1
ENSG00000242294	STAG3L5P
ENSG00000242295	AC087477.1
ENSG00000242296	DEFB109A
ENSG00000242299	AC073861.1
ENSG00000242307	AC010401.1
ENSG00000242314	RPL12P32
ENSG00000242318	AC058823.1
ENSG00000242320	RPL21P126
ENSG00000242324	AL049634.1
ENSG00000242327	AC023906.1
ENSG00000242335	CFB
ENSG00000242338	BMS1P4
ENSG00000242352	FAM91A3P
ENSG00000242353	RPL12P30
ENSG00000242358	RPS21P4
ENSG00000242361	HLA-DMA
ENSG00000242364	AC108725.1
ENSG00000242371	IGKV1-39
ENSG00000242372	EIF6
ENSG00000242386	HLA-DMB
ENSG00000242387	HIST1H2APS2
ENSG00000242405	AC007537.2
ENSG00000242411	AC011506.1
ENSG00000242412	DBIL5P2
ENSG00000242419	PCDHGC4
ENSG00000242423	RPL12P36
ENSG00000242431	AC107398.1
ENSG00000242439	AC127024.1
ENSG00000242441	GTF2A1L
ENSG00000242445	RPL7AP11
ENSG00000242457	RBBP4P2
ENSG00000242461	AC089999.1
ENSG00000242477	AC091429.1
ENSG00000242479	AC109992.1
ENSG00000242485	MRPL20
ENSG00000242488	AF107885.1
ENSG00000242498	ARPIN
ENSG00000242507	FO393401.2
ENSG00000242510	NDUFB4P1
ENSG00000242511	RPL23AP1
ENSG00000242515	UGT1A10
ENSG00000242527	AC100771.1
ENSG00000242531	AC083798.1
ENSG00000242534	IGKV2D-28
ENSG00000242550	SERPINB10
ENSG00000242551	POU5F1P6
ENSG00000242561	ATP5LP5
ENSG00000242562	DCAF13P1
ENSG00000242571	RPL21P11
ENSG00000242574	HLA-DMB
ENSG00000242575	AC012501.2
ENSG00000242580	IGKV1D-43
ENSG00000242600	MBL1P
ENSG00000242602	AC008953.1
ENSG00000242607	AC068587.1
ENSG00000242608	RPS23P5
ENSG00000242612	DECR2
ENSG00000242615	AC022415.1
ENSG00000242616	GNG10
ENSG00000242634	RPS24P16
ENSG00000242636	RPL21P129
ENSG00000242640	RPS29P11
ENSG00000242660	AC015911.1
ENSG00000242661	RPS3AP43
ENSG00000242667	AC087385.2
ENSG00000242670	RPL22P13
ENSG00000242675	RPS16P9
ENSG00000242683	RPL12P21
ENSG00000242685	HLA-DMA
ENSG00000242689	CNTF
ENSG00000242692	RPS27AP1
ENSG00000242697	RPL5P12
ENSG00000242703	CCT4P1
ENSG00000242706	RPS27AP9
ENSG00000242711	PSMB9
ENSG00000242715	CCDC169
ENSG00000242726	RPP21
ENSG00000242727	AC104687.1
ENSG00000242729	AC021006.1
ENSG00000242731	FAM86LP
ENSG00000242732	RTL5
ENSG00000242735	RPSAP26
ENSG00000242736	TRBV1
ENSG00000242737	AC012170.1
ENSG00000242747	AC090515.1
ENSG00000242757	AL606462.1
ENSG00000242766	IGKV1D-17
ENSG00000242779	ZNF702P
ENSG00000242802	AP5Z1
ENSG00000242807	AP002371.1
ENSG00000242814	AC113398.1
ENSG00000242829	RPS26P21
ENSG00000242837	RPL21P13
ENSG00000242849	ALDOAP1
ENSG00000242852	ZNF709
ENSG00000242858	AC020899.1
ENSG00000242866	STRC
ENSG00000242879	AC006335.2
ENSG00000242882	RPL5P11
ENSG00000242888	AL133368.1
ENSG00000242899	RPL7P16
ENSG00000242922	RPL21P104
ENSG00000242931	RPL7P49
ENSG00000242941	RPL12P7
ENSG00000242948	EPS15P1
ENSG00000242950	ERVW-1
ENSG00000242951	AC007182.2
ENSG00000242952	RPSAP3
ENSG00000242958	AC040975.1
ENSG00000242960	FTH1P23
ENSG00000242970	AC068522.1
ENSG00000242978	AC004534.1
ENSG00000242979	AC010285.1
ENSG00000242986	RPL21P99
ENSG00000242990	RPL13AP23
ENSG00000242992	FTH1P4
ENSG00000242993	AP000870.1
ENSG00000242995	AL161757.1
ENSG00000243007	RPL12P35
ENSG00000243009	RPP21
ENSG00000243014	PTMAP8
ENSG00000243020	RPL7P39
ENSG00000243023	UBA52P3
ENSG00000243024	AC012158.1
ENSG00000243038	AL117692.1
ENSG00000243040	RBMY2FP
ENSG00000243050	RPL30P10
ENSG00000243053	RPL31P58
ENSG00000243056	EIF4EBP3
ENSG00000243064	ABCC13
ENSG00000243067	PSMB9
ENSG00000243071	AC107032.1
ENSG00000243085	AL390726.1
ENSG00000243094	AC079203.1
ENSG00000243095	RPL3P10
ENSG00000243099	AC020983.1
ENSG00000243101	RPS3P7
ENSG00000243113	ENSG00000243113
ENSG00000243122	AC016304.1
ENSG00000243129	AC023790.1
ENSG00000243135	UGT1A3
ENSG00000243141	RPL23AP66
ENSG00000243147	MRPL33
ENSG00000243156	MICAL3
ENSG00000243160	AC093270.2
ENSG00000243164	AC087879.1
ENSG00000243167	RPS10P28
ENSG00000243175	RPSAP36
ENSG00000243181	AC087343.1
ENSG00000243189	HLA-DMA
ENSG00000243199	AC115223.1
ENSG00000243207	PPAN-P2RY11
ENSG00000243215	HLA-DMA
ENSG00000243225	AC007686.1
ENSG00000243234	AC010326.1
ENSG00000243236	GSTA9P
ENSG00000243238	IGKV2-30
ENSG00000243244	STON1
ENSG00000243250	AP002884.1
ENSG00000243251	ENSG00000243251
ENSG00000243256	RPL30P14
ENSG00000243264	IGKV2D-29
ENSG00000243265	RPL23AP55
ENSG00000243279	PRAF2
ENSG00000243280	AC093663.2
ENSG00000243284	VSIG8
ENSG00000243287	AP002088.1
ENSG00000243289	AGAP13P
ENSG00000243290	IGKV1-12
ENSG00000243297	RPL31P61
ENSG00000243302	AC018638.4
ENSG00000243303	AC103987.1
ENSG00000243304	AC008494.1
ENSG00000243307	POM121L6P
ENSG00000243312	AC093827.1
ENSG00000243314	AC106707.2
ENSG00000243317	STMP1
ENSG00000243323	PTPRVP
ENSG00000243328	AC083982.1
ENSG00000243335	KCTD7
ENSG00000243336	HLA-J
ENSG00000243353	RPS29P19
ENSG00000243355	AC012123.2
ENSG00000243364	EFNA4
ENSG00000243385	AC094085.1
ENSG00000243388	RPL3P3
ENSG00000243396	AC084198.1
ENSG00000243402	AC022973.1
ENSG00000243403	AC090543.2
ENSG00000243404	AC011276.1
ENSG00000243406	MRPS31P5
ENSG00000243414	TICAM2
ENSG00000243417	AC023424.2
ENSG00000243422	RPL23AP49
ENSG00000243423	AC004223.1
ENSG00000243429	AF186996.8
ENSG00000243431	RPL5P30
ENSG00000243444	PALM2
ENSG00000243445	AC106820.1
ENSG00000243449	C4orf48
ENSG00000243453	ENSG00000243453
ENSG00000243455	RPS18P13
ENSG00000243468	INGX
ENSG00000243469	RPL7P51
ENSG00000243477	NAT6
ENSG00000243478	AOX2P
ENSG00000243480	AMY2A
ENSG00000243492	HLA-L
ENSG00000243494	AC011476.1
ENSG00000243496	HLA-DOB
ENSG00000243498	AC068228.1
ENSG00000243499	AC117500.1
ENSG00000243501	AL365232.1
ENSG00000243503	AC090453.1
ENSG00000243504	RPS23P1
ENSG00000243507	AC005908.1
ENSG00000243508	AC108688.1
ENSG00000243509	TNFRSF6B
ENSG00000243514	RPL32P33
ENSG00000243516	RPL12P40
ENSG00000243517	AC024940.2
ENSG00000243521	RPL5P33
ENSG00000243531	AC079804.2
ENSG00000243537	KC877373.1
ENSG00000243538	RPS26P28
ENSG00000243547	HNRNPKP4
ENSG00000243554	AC004967.1
ENSG00000243566	UPK3B
ENSG00000243568	AC020779.1
ENSG00000243570	CFB
ENSG00000243587	ENSG00000243587
ENSG00000243592	AC016638.1
ENSG00000243594	PSMB9
ENSG00000243601	RPL12P24
ENSG00000243607	AP001318.1
ENSG00000243609	AC026470.1
ENSG00000243612	HLA-DOB
ENSG00000243646	IL10RB
ENSG00000243648	AC109454.1
ENSG00000243649	CFB
ENSG00000243659	FO393419.3
ENSG00000243660	ZNF487
ENSG00000243663	RPS4XP14
ENSG00000243664	RPS29P12
ENSG00000243667	WDR92
ENSG00000243669	AP000926.2
ENSG00000243672	AC004924.1
ENSG00000243674	AC131233.1
ENSG00000243678	NME2
ENSG00000243679	AC018638.5
ENSG00000243680	RPL37P23
ENSG00000243686	AC002553.3
ENSG00000243687	AC079594.1
ENSG00000243696	AC006254.1
ENSG00000243697	AC009108.1
ENSG00000243705	AC010531.2
ENSG00000243708	PLA2G4B
ENSG00000243709	LEFTY1
ENSG00000243710	CFAP57
ENSG00000243711	AC103975.1
ENSG00000243716	NPIPB5
ENSG00000243719	HLA-DMA
ENSG00000243720	AP001025.2
ENSG00000243721	RPL23AP63
ENSG00000243725	TTC4
ENSG00000243730	AL079303.1
ENSG00000243742	RPLP0P2
ENSG00000243744	AC016546.1
ENSG00000243746	EEF1A1P10
ENSG00000243749	TMEM35B
ENSG00000243753	HLA-L
ENSG00000243759	ST13P15
ENSG00000243761	AC023194.2
ENSG00000243771	AC010618.1
ENSG00000243772	KIR2DL3
ENSG00000243775	OSTCP1
ENSG00000243777	AP000942.1
ENSG00000243779	AP001086.1
ENSG00000243780	AC092754.2
ENSG00000243781	AL590396.1
ENSG00000243789	JMJD7
ENSG00000243794	SNRPCP10
ENSG00000243802	AC090589.1
ENSG00000243806	RPL7P18
ENSG00000243811	APOBEC3D
ENSG00000243813	AC078857.1
ENSG00000243822	AC073522.1
ENSG00000243824	RPL12P6
ENSG00000243828	AL355357.1
ENSG00000243829	AC011495.1
ENSG00000243830	AC092865.4
ENSG00000243838	PSMC1P7
ENSG00000243844	AC069181.1
ENSG00000243859	RPL5P17
ENSG00000243894	AC116562.1
ENSG00000243896	OR2A7
ENSG00000243897	EGFL8
ENSG00000243904	RPSAP5
ENSG00000243910	TUBA4B
ENSG00000243914	RPL5P14
ENSG00000243915	THAP12P2
ENSG00000243916	AC092183.1
ENSG00000243918	EIF4BP8
ENSG00000243925	AC091021.1
ENSG00000243927	MRPS6
ENSG00000243930	AP002884.2
ENSG00000243943	ZNF512
ENSG00000243958	PSMB9
ENSG00000243964	RPL23AP65
ENSG00000243970	PPIEL
ENSG00000243974	VTI1BP1
ENSG00000243977	AC125604.1
ENSG00000243979	AC087752.1
ENSG00000243981	AC064862.6
ENSG00000243988	AC012181.1
ENSG00000243989	ACY1
ENSG00000244000	AC006366.1
ENSG00000244002	RPSAP39
ENSG00000244004	AC097493.2
ENSG00000244005	NFS1
ENSG00000244009	B3GAT3P1
ENSG00000244019	AC010234.1
ENSG00000244020	MT1HL1
ENSG00000244021	AC093591.1
ENSG00000244026	FAM86DP
ENSG00000244038	DDOST
ENSG00000244043	RPS27P27
ENSG00000244045	TMEM199
ENSG00000244048	RPS18P6
ENSG00000244050	DEFB109F
ENSG00000244052	RPL5P24
ENSG00000244053	AL157792.1
ENSG00000244060	AC003029.1
ENSG00000244061	AC093278.1
ENSG00000244073	RPS4XP6
ENSG00000244076	AC026410.2
ENSG00000244083	AC021205.2
ENSG00000244086	AC110749.1
ENSG00000244088	RPL23AP44
ENSG00000244097	RPS4XP17
ENSG00000244099	RPS23P3
ENSG00000244101	HMGN1P10
ENSG00000244113	AC079193.1
ENSG00000244115	DNAJC25-GNG10
ENSG00000244116	IGKV2-28
ENSG00000244119	PDCL3P4
ENSG00000244122	UGT1A7
ENSG00000244146	AC106872.3
ENSG00000244153	WWP1P1
ENSG00000244165	P2RY11
ENSG00000244171	PBX2P1
ENSG00000244176	AP003733.1
ENSG00000244183	AC104164.4
ENSG00000244187	TMEM141
ENSG00000244192	AC113367.1
ENSG00000244196	PPIAP15
ENSG00000244207	C4A
ENSG00000244211	ENSG00000244211
ENSG00000244213	ZFAND6P1
ENSG00000244217	RPS4XP10
ENSG00000244226	ILF2P1
ENSG00000244229	AC027575.1
ENSG00000244234	GMCL1P1
ENSG00000244235	AC103724.1
ENSG00000244237	AL133445.1
ENSG00000244242	IFITM10
ENSG00000244244	AP000805.1
ENSG00000244245	AC133134.1
ENSG00000244251	AC013356.1
ENSG00000244255	AL645922.1
ENSG00000244257	PKD1P1
ENSG00000244259	AP000797.2
ENSG00000244266	AC090058.1
ENSG00000244270	AL139099.1
ENSG00000244273	PGBD4P1
ENSG00000244274	DBNDD2
ENSG00000244283	RPL23AP73
ENSG00000244289	AC068587.2
ENSG00000244295	RPS20P21
ENSG00000244306	DUXAP10
ENSG00000244313	AC024293.1
ENSG00000244331	AC008677.2
ENSG00000244346	AC092953.1
ENSG00000244361	RPL30P7
ENSG00000244363	RPL7P23
ENSG00000244371	PFN1P8
ENSG00000244378	RPS2P45
ENSG00000244381	AC007849.2
ENSG00000244390	AC068305.1
ENSG00000244398	AC116533.1
ENSG00000244405	ETV5
ENSG00000244414	CFHR1
ENSG00000244422	RPL38P3
ENSG00000244427	AC105233.1
ENSG00000244429	AC104629.2
ENSG00000244433	ENSG00000244433
ENSG00000244436	AC023050.1
ENSG00000244441	AC126182.2
ENSG00000244444	EGFL8
ENSG00000244451	AP003041.1
ENSG00000244457	ENO1P1
ENSG00000244462	RBM12
ENSG00000244470	AC105918.1
ENSG00000244476	ERVFRD-1
ENSG00000244480	AC005154.3
ENSG00000244482	LILRA6
ENSG00000244485	RPL18P13
ENSG00000244486	SCARF2
ENSG00000244490	RWDD4P1
ENSG00000244503	AC108751.5
ENSG00000244509	APOBEC3C
ENSG00000244515	KRT18P34
ENSG00000244527	AC022795.1
ENSG00000244528	SEPT14P2
ENSG00000244535	AL049714.1
ENSG00000244538	AC098583.1
ENSG00000244556	ODCP
ENSG00000244560	AC004890.2
ENSG00000244563	AC006011.1
ENSG00000244573	RPL30P11
ENSG00000244575	IGKV1-27
ENSG00000244582	AC233702.1
ENSG00000244585	RPL12P33
ENSG00000244588	RAD21L1
ENSG00000244593	AC025062.1
ENSG00000244604	AC025518.1
ENSG00000244607	CCDC13
ENSG00000244615	PSPC1P2
ENSG00000244617	ASPRV1
ENSG00000244627	Z98749.2
ENSG00000244640	AC096922.1
ENSG00000244641	AP000926.3
ENSG00000244657	AC008267.6
ENSG00000244662	AC087312.1
ENSG00000244668	SNRPCP3
ENSG00000244672	LY6G5B
ENSG00000244674	RPS3AP15
ENSG00000244681	MTHFD2P1
ENSG00000244682	FCGR2C
ENSG00000244687	UBE2V1
ENSG00000244691	RPL10AP1
ENSG00000244693	CTAGE8
ENSG00000244694	PTCHD4
ENSG00000244703	CD46P1
ENSG00000244705	AC020658.1
ENSG00000244708	RPL23P10
ENSG00000244712	AC084754.1
ENSG00000244716	BX679664.3
ENSG00000244717	AC145146.1
ENSG00000244720	AC055748.1
ENSG00000244721	HLA-L
ENSG00000244722	RPSAP29
ENSG00000244723	ASLP1
ENSG00000244730	AC139451.1
ENSG00000244731	C4A
ENSG00000244740	AC092991.1
ENSG00000244743	AC087588.1
ENSG00000244752	CRYBB2
ENSG00000244753	RPL15P21
ENSG00000244754	N4BP2L2
ENSG00000244756	AL049874.2
ENSG00000244921	MTCYBP18
ENSG00000244932	AL449212.1
ENSG00000245205	EEF1A1P4
ENSG00000245680	ZNF585B
ENSG00000245848	CEBPA
ENSG00000245958	LOC645513
ENSG00000246082	NUDT16P1
ENSG00000246115	SUPT4H1P2
ENSG00000246203	AL353807.3
ENSG00000246575	AC093162.2
ENSG00000246596	AC139795.1
ENSG00000246705	H2AFJ
ENSG00000246922	UBAP1L
ENSG00000247077	PGAM5
ENSG00000247315	ZCCHC3
ENSG00000247570	SDCBPP2
ENSG00000247596	TWF2
ENSG00000247626	MARS2
ENSG00000247627	MTND4P12
ENSG00000247700	HLA-H
ENSG00000247732	AC091951.2
ENSG00000247746	USP51
ENSG00000247763	AC106800.1
ENSG00000247872	SPCS2P3
ENSG00000248098	BCKDHA
ENSG00000248099	INSL3
ENSG00000248113	AC067942.2
ENSG00000248121	SMURF2P1
ENSG00000248124	RRN3P1
ENSG00000248126	AC091849.1
ENSG00000248128	AC114801.1
ENSG00000248144	ADH1C
ENSG00000248155	CR545473.1
ENSG00000248159	HSPA8P11
ENSG00000248162	AC074198.1
ENSG00000248167	TRIM39-RPP21
ENSG00000248180	GAPDHP60
ENSG00000248188	AC005798.1
ENSG00000248208	WDR45P1
ENSG00000248213	CICP16
ENSG00000248230	MICE
ENSG00000248231	KRT8P4
ENSG00000248234	AC091839.1
ENSG00000248235	AC037459.1
ENSG00000248278	LOC105371814
ENSG00000248280	ENSG00000248280
ENSG00000248288	AC008868.1
ENSG00000248290	TNXA
ENSG00000248305	AC105416.1
ENSG00000248320	THAP12P9
ENSG00000248327	NOL8P1
ENSG00000248329	APELA
ENSG00000248333	CDK11B
ENSG00000248334	WHAMMP2
ENSG00000248337	AC233724.2
ENSG00000248340	AC106047.2
ENSG00000248347	AC120036.2
ENSG00000248352	TNXA
ENSG00000248375	AC104066.1
ENSG00000248383	PCDHAC1
ENSG00000248385	TARM1
ENSG00000248400	ST13P12
ENSG00000248403	NACAP6
ENSG00000248405	PRR5-ARHGAP8
ENSG00000248406	AC008758.3
ENSG00000248415	GAPDHP61
ENSG00000248444	HNRNPA1P65
ENSG00000248448	COX5BP1
ENSG00000248449	PCDHGB8P
ENSG00000248452	AC097714.1
ENSG00000248472	DDX11L9
ENSG00000248477	AC139495.1
ENSG00000248483	POU5F2
ENSG00000248485	PCP4L1
ENSG00000248487	ABHD14A
ENSG00000248496	ZBED9
ENSG00000248498	ASNSP1
ENSG00000248503	AL356235.1
ENSG00000248527	MTATP6P1
ENSG00000248530	BCL2L12P1
ENSG00000248531	NDUFA5P12
ENSG00000248543	NPM1P41
ENSG00000248546	ANP32C
ENSG00000248563	RPSAP2
ENSG00000248564	AC079140.1
ENSG00000248565	TECRP2
ENSG00000248569	AC026410.3
ENSG00000248578	NPM1P21
ENSG00000248585	AC084024.2
ENSG00000248592	TMEM110-MUSTN1
ENSG00000248593	DSTNP2
ENSG00000248608	AC133963.1
ENSG00000248618	ENPP7P3
ENSG00000248625	AC079768.1
ENSG00000248626	GAPDHP40
ENSG00000248632	AC106872.5
ENSG00000248640	HNRNPA1P56
ENSG00000248641	HMGA1P2
ENSG00000248643	RBM14-RBM4
ENSG00000248648	AC113410.1
ENSG00000248655	NOP56P1
ENSG00000248659	AC023162.1
ENSG00000248672	LY75-CD302
ENSG00000248684	BIN2P2
ENSG00000248697	TOX4P1
ENSG00000248699	AC114964.1
ENSG00000248710	AC079594.2
ENSG00000248712	CCDC153
ENSG00000248746	ACTN3
ENSG00000248751	AC004997.1
ENSG00000248765	MTCYBP37
ENSG00000248769	AC139495.2
ENSG00000248775	AC091951.3
ENSG00000248780	ARL4AP2
ENSG00000248781	PSMC1P4
ENSG00000248785	HIGD1AP14
ENSG00000248791	AC010627.1
ENSG00000248792	LINC00266-2P
ENSG00000248794	AC026436.1
ENSG00000248795	AC098859.1
ENSG00000248821	AC009238.3
ENSG00000248826	PCBP2P3
ENSG00000248830	ZNF807
ENSG00000248840	AL645949.1
ENSG00000248847	AC074087.1
ENSG00000248850	AC078867.1
ENSG00000248863	AC097376.1
ENSG00000248871	TNFSF12-TNFSF13
ENSG00000248873	SERBP1P6
ENSG00000248878	AC022447.4
ENSG00000248880	ICE2P1
ENSG00000248885	AC118465.1
ENSG00000248905	FMN1
ENSG00000248909	HMGB1P21
ENSG00000248916	NUP210P3
ENSG00000248919	ATP5J2-PTCD1
ENSG00000248923	MTND5P11
ENSG00000248924	AC139713.1
ENSG00000248930	AC020893.1
ENSG00000248956	HMGB1P44
ENSG00000248966	BCLAF1P1
ENSG00000248971	KRT8P46
ENSG00000248979	LAMTOR3P2
ENSG00000248988	AC093700.1
ENSG00000248989	STK19B
ENSG00000248993	AL645941.2
ENSG00000249004	PRMT5P1
ENSG00000249013	FTH1P21
ENSG00000249014	HMGN2P4
ENSG00000249019	AC108471.1
ENSG00000249031	SUMO2P6
ENSG00000249047	COX6B1P5
ENSG00000249055	TBCAP3
ENSG00000249064	KRT18P25
ENSG00000249068	AC008417.1
ENSG00000249072	AC114801.3
ENSG00000249079	AC118282.2
ENSG00000249092	AC008945.1
ENSG00000249101	AC008834.1
ENSG00000249115	HAUS5
ENSG00000249119	MTND6P4
ENSG00000249123	MICE
ENSG00000249129	SUDS3P1
ENSG00000249141	AL159163.1
ENSG00000249142	AC074134.1
ENSG00000249148	AC006445.2
ENSG00000249149	AC099522.1
ENSG00000249176	AC027801.3
ENSG00000249188	ENPP7P1
ENSG00000249193	HSPD1P5
ENSG00000249200	AC110775.1
ENSG00000249209	AP000311.1
ENSG00000249210	GAPDHP38
ENSG00000249215	NCOA4P4
ENSG00000249222	ATP5L2
ENSG00000249226	SUCLG2P4
ENSG00000249230	CDH12P2
ENSG00000249238	BCL9P1
ENSG00000249239	AC095059.2
ENSG00000249240	AC069368.1
ENSG00000249242	TMEM150C
ENSG00000249244	AC110373.1
ENSG00000249245	NCOA4P3
ENSG00000249251	ENSG00000249251
ENSG00000249253	AC093004.1
ENSG00000249256	ATP5LP3
ENSG00000249262	AC112250.1
ENSG00000249263	PARP4P3
ENSG00000249264	EEF1A1P9
ENSG00000249271	HNRNPA1P44
ENSG00000249272	UNC93B8
ENSG00000249277	AC092436.3
ENSG00000249286	AMD1P3
ENSG00000249302	FTH1P24
ENSG00000249311	TERF1P3
ENSG00000249319	AC068533.4
ENSG00000249337	SNX18P25
ENSG00000249353	NPM1P27
ENSG00000249360	AC034232.1
ENSG00000249411	AC022325.1
ENSG00000249435	AC022137.2
ENSG00000249437	NAIP
ENSG00000249439	HMGN1P14
ENSG00000249443	AC097493.3
ENSG00000249448	MTCO1P24
ENSG00000249454	GZMAP1
ENSG00000249459	ZNF286B
ENSG00000249462	MLLT10P2
ENSG00000249465	RBMXP4
ENSG00000249471	ZNF324B
ENSG00000249480	STK19B
ENSG00000249485	RBBP4P1
ENSG00000249488	NACAP5
ENSG00000249489	GAPDHP70
ENSG00000249505	AC108673.1
ENSG00000249506	ZEB2P1
ENSG00000249510	AP003478.1
ENSG00000249541	AC116359.1
ENSG00000249565	SERBP1P5
ENSG00000249579	AC113420.1
ENSG00000249590	AC004832.3
ENSG00000249600	AC106806.2
ENSG00000249616	CCNB3P1
ENSG00000249617	AC106872.7
ENSG00000249624	AP000295.1
ENSG00000249626	AC024560.2
ENSG00000249633	OR52V1P
ENSG00000249646	OR7E94P
ENSG00000249649	MRPS33P2
ENSG00000249663	CR759790.1
ENSG00000249709	ZNF564
ENSG00000249715	FER1L5
ENSG00000249741	AC093890.1
ENSG00000249744	AC010374.2
ENSG00000249745	HMGB1P28
ENSG00000249751	ECSCR
ENSG00000249767	ENPP7P10
ENSG00000249768	HSPE1P10
ENSG00000249773	AC092647.5
ENSG00000249774	AC025458.1
ENSG00000249777	SAP18P1
ENSG00000249779	AC106800.2
ENSG00000249780	AC093809.1
ENSG00000249799	SNRPCP13
ENSG00000249814	RPSAP2
ENSG00000249828	AC118282.3
ENSG00000249834	PGBD4P3
ENSG00000249839	AC011330.1
ENSG00000249840	GAPDHP76
ENSG00000249844	OR7E43P
ENSG00000249850	KRT18P31
ENSG00000249855	EEF1A1P19
ENSG00000249858	SNX5P1
ENSG00000249860	MTRNR2L5
ENSG00000249869	AC083906.2
ENSG00000249884	RNF103-CHMP3
ENSG00000249889	ALG1L11P
ENSG00000249908	BRD9P2
ENSG00000249915	PDCD6
ENSG00000249920	HNRNPA1P55
ENSG00000249921	AC034207.1
ENSG00000249930	AC007016.1
ENSG00000249931	GOLGA8K
ENSG00000249936	RAC1P2
ENSG00000249947	XBP1P1
ENSG00000249948	GBA3
ENSG00000249961	TERB1
ENSG00000249962	AL157400.5
ENSG00000249967	AL355315.1
ENSG00000249970	AC074250.1
ENSG00000249977	AC106748.1
ENSG00000249987	RPS4XP20
ENSG00000250011	HMGB1P3
ENSG00000250017	AC117529.1
ENSG00000250021	C15orf38-AP3S2
ENSG00000250026	TMPRSS11BNL
ENSG00000250030	AC104806.1
ENSG00000250031	AC009927.1
ENSG00000250036	IGKV1D-37
ENSG00000250045	CBX3P3
ENSG00000250050	MTND4P9
ENSG00000250053	RARRES2P4
ENSG00000250067	YJEFN3
ENSG00000250068	AL445187.1
ENSG00000250090	AL390198.2
ENSG00000250091	DNAH10OS
ENSG00000250111	AC107982.1
ENSG00000250118	AC114300.1
ENSG00000250120	PCDHA10
ENSG00000250130	AC090519.1
ENSG00000250138	AC139495.3
ENSG00000250144	AC104619.3
ENSG00000250151	ARPC4-TTLL3
ENSG00000250154	MICE
ENSG00000250182	EEF1A1P13
ENSG00000250189	AC097504.1
ENSG00000250194	AC109458.1
ENSG00000250197	HMGN1P15
ENSG00000250202	AC093827.2
ENSG00000250210	FO082796.1
ENSG00000250214	AC112225.1
ENSG00000250215	CIR1P2
ENSG00000250227	TRIM60P14
ENSG00000250232	ENSG00000250232
ENSG00000250251	PKD1P6
ENSG00000250253	AC117522.3
ENSG00000250254	PTTG2
ENSG00000250261	CCDC74BP1
ENSG00000250264	AL669918.1
ENSG00000250268	ALG1L14P
ENSG00000250273	PSMC1P5
ENSG00000250292	AC093844.1
ENSG00000250299	MRPS31P4
ENSG00000250305	KIAA1456
ENSG00000250306	AC091826.1
ENSG00000250312	ZNF718
ENSG00000250317	SMIM20
ENSG00000250318	AC003072.1
ENSG00000250321	AC079140.2
ENSG00000250325	IGBP1P4
ENSG00000250327	RPSAP70
ENSG00000250329	KDELC1P1
ENSG00000250330	AC016559.2
ENSG00000250332	AC010460.3
ENSG00000250342	SNRPCP16
ENSG00000250346	EEF1GP2
ENSG00000250355	ENSG00000250355
ENSG00000250372	MARK2P4
ENSG00000250381	UNC93B4
ENSG00000250403	AC097460.2
ENSG00000250412	KLHL2P1
ENSG00000250420	AACSP1
ENSG00000250422	AC117529.2
ENSG00000250423	KIAA1210
ENSG00000250426	FTLP10
ENSG00000250430	AC106872.8
ENSG00000250441	AC109481.1
ENSG00000250442	EIF3KP3
ENSG00000250444	CCT5P1
ENSG00000250461	AC122718.1
ENSG00000250462	LRRC37BP1
ENSG00000250471	GMPSP1
ENSG00000250474	WBP1LP2
ENSG00000250475	AC017037.2
ENSG00000250479	CHCHD10
ENSG00000250480	AC034244.2
ENSG00000250484	AC108075.1
ENSG00000250486	FAM218A
ENSG00000250492	INTS6P1
ENSG00000250506	CDK3
ENSG00000250517	LDHAL6CP
ENSG00000250526	CCT6P2
ENSG00000250535	STK19B
ENSG00000250536	ABHD17AP3
ENSG00000250539	KRT8P33
ENSG00000250561	AC079804.3
ENSG00000250562	RPL38P4
ENSG00000250563	KNOP1P5
ENSG00000250565	ATP6V1E2
ENSG00000250568	AC098591.2
ENSG00000250569	NTAN1P2
ENSG00000250571	GLI4
ENSG00000250574	AC112173.1
ENSG00000250575	AL732372.3
ENSG00000250580	SNRPCP8
ENSG00000250588	ENSG00000250588
ENSG00000250591	PRSS3P1
ENSG00000250644	AC068580.4
ENSG00000250651	PABPC1P7
ENSG00000250654	LOC100240735
ENSG00000250662	HNRNPKP5
ENSG00000250669	AC112206.4
ENSG00000250672	AC010343.2
